Day,Month,Year,Hour,Min,Sec,mode,Time,BBBV,BBBVs,style,cell0,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,Lcl,Rcl,Dcl,Leff,Reff,Deff,Openings,Islands,Path,GZiNi,HZiNi
30,5,2025,15,56,7,BEG,6.00,17,2.83,NF,14,23,14,3,0,0,0,0,0,24,0,0,21,0,0,2,5,886,17,17
30,5,2025,15,56,14,BEG,6.04,15,2.48,NF,17,22,11,4,0,0,0,0,0,27,0,0,22,0,0,4,4,1027,13,13
30,5,2025,15,56,20,BEG,4.96,13,2.62,NF,17,22,12,3,0,0,0,0,0,19,0,0,17,0,0,2,4,822,10,11
31,5,2025,23,46,44,BEG,5.25,15,2.85,NF,20,15,15,3,1,0,0,0,0,21,0,0,18,0,0,2,3,774,12,13
31,5,2025,23,46,52,BEG,6.21,23,3.70,NF,14,27,10,2,1,0,0,0,0,33,0,0,31,0,0,3,2,960,16,15
31,5,2025,23,46,58,BEG,4.62,13,2.81,NF,18,20,14,2,0,0,0,0,0,15,0,0,14,0,0,1,3,665,11,12
31,5,2025,23,47,12,BEG,6.44,19,2.95,NF,20,13,15,5,1,0,0,0,0,29,0,0,27,0,0,3,3,988,17,17
31,5,2025,23,47,19,BEG,6.06,15,2.47,NF,16,28,7,2,1,0,0,0,0,23,0,0,19,0,0,3,3,979,13,14
31,5,2025,23,47,28,BEG,5.89,15,2.54,NF,18,21,11,4,0,0,0,0,0,26,0,0,23,0,0,4,3,932,12,13
31,5,2025,23,47,34,BEG,3.85,7,1.81,NF,24,14,12,3,1,0,0,0,0,14,0,0,12,0,0,3,4,670,7,7
31,5,2025,23,48,2,BEG,7.05,19,2.69,NF,13,21,18,2,0,0,0,0,0,29,0,0,25,0,0,4,4,1034,15,15
31,5,2025,23,48,12,BEG,6.82,13,1.90,NF,16,21,16,1,0,0,0,0,0,25,0,0,21,0,0,4,5,999,13,13
31,5,2025,23,49,12,BEG,4.14,13,3.14,NF,24,13,10,7,0,0,0,0,0,14,0,0,13,0,0,1,2,764,12,13
31,5,2025,23,49,30,BEG,7.28,18,2.47,NF,17,23,10,4,0,0,0,0,0,25,0,0,22,0,0,3,3,956,13,14
31,5,2025,23,49,38,BEG,7.02,21,2.99,NF,15,24,10,4,1,0,0,0,0,30,0,0,28,0,0,3,2,1028,14,15
31,5,2025,23,50,1,BEG,5.70,15,2.63,NF,20,15,11,8,0,0,0,0,0,21,0,0,18,0,0,3,2,839,14,14
31,5,2025,23,50,6,BEG,4.64,13,2.80,NF,20,20,6,6,1,1,0,0,0,17,0,0,15,0,0,3,6,715,13,13
31,5,2025,23,50,21,BEG,5.22,13,2.49,NF,21,17,12,2,2,0,0,0,0,19,0,0,17,0,0,3,5,835,12,12
2,6,2025,15,6,16,BEG,4.58,18,3.93,NF,19,22,12,1,0,0,0,0,0,22,0,0,21,0,0,2,1,659,12,13
2,6,2025,15,6,22,BEG,3.18,6,1.88,NF,26,15,6,4,3,0,0,0,0,12,0,0,9,0,0,3,2,516,6,6
2,6,2025,15,6,29,BEG,4.58,17,3.71,NF,17,21,15,1,0,0,0,0,0,18,0,0,17,0,0,1,3,707,13,14
2,6,2025,15,6,34,BEG,3.86,7,1.81,NF,27,13,7,6,1,0,0,0,0,9,0,0,7,0,0,1,4,781,7,7
2,6,2025,15,6,57,BEG,6.46,16,2.47,NF,14,23,15,2,0,0,0,0,0,30,0,0,27,0,0,5,2,982,13,13
2,6,2025,15,7,8,BEG,4.11,12,2.91,NF,20,20,11,3,0,0,0,0,0,17,0,0,15,0,0,2,4,706,12,12
2,6,2025,15,7,17,BEG,4.86,13,2.67,NF,19,22,11,2,0,0,0,0,0,18,0,0,16,0,0,2,4,733,10,10
2,6,2025,15,7,24,BEG,5.29,15,2.83,NF,21,16,12,5,0,0,0,0,0,20,0,0,17,0,0,2,1,668,12,13
2,6,2025,15,7,34,BEG,4.07,10,2.45,NF,22,19,9,3,1,0,0,0,0,16,0,0,13,0,0,2,3,669,10,10
2,6,2025,15,7,41,BEG,6.40,14,2.18,NF,14,22,16,2,0,0,0,0,0,24,0,0,20,0,0,3,6,982,14,14
2,6,2025,15,7,51,BEG,7.48,16,2.13,NF,15,24,12,3,0,0,0,0,0,32,0,0,25,0,0,4,5,1106,13,13
2,6,2025,15,8,18,BEG,5.45,14,2.56,NF,17,19,16,1,1,0,0,0,0,23,0,0,19,0,0,3,3,908,13,13
2,6,2025,15,8,29,BEG,4.14,12,2.89,NF,19,17,15,3,0,0,0,0,0,17,0,0,15,0,0,2,1,540,8,10
2,6,2025,15,8,45,BEG,5.39,10,1.85,NF,18,22,12,2,0,0,0,0,0,24,0,0,19,0,0,5,2,833,9,9
2,6,2025,15,9,37,BEG,6.56,15,2.28,NF,18,18,14,4,0,0,0,0,0,25,0,0,21,0,0,3,4,925,12,13
2,6,2025,15,9,50,BEG,7.41,19,2.56,NF,14,26,11,2,1,0,0,0,0,27,0,0,24,0,0,3,4,1250,16,18
2,6,2025,15,9,55,BEG,4.36,13,2.98,NF,19,17,13,5,0,0,0,0,0,18,0,0,16,0,0,2,3,683,12,12
2,6,2025,15,10,13,BEG,7.75,26,3.35,NF,15,22,14,3,0,0,0,0,0,34,0,0,31,0,0,2,2,1171,15,16
2,6,2025,15,10,21,BEG,6.31,23,3.64,NF,13,23,15,3,0,0,0,0,0,29,0,0,26,0,0,2,2,802,17,20
2,6,2025,15,10,33,BEG,6.06,14,2.31,NF,23,12,13,6,0,0,0,0,0,22,0,0,18,0,0,3,3,844,13,14
2,6,2025,15,10,43,BEG,3.34,13,3.89,NF,21,18,11,3,1,0,0,0,0,14,0,0,13,0,0,1,1,544,8,12
2,6,2025,15,12,7,BEG,7.64,20,2.61,NF,11,29,11,3,0,0,0,0,0,30,0,0,28,0,0,3,6,1222,17,18
2,6,2025,15,12,25,BEG,3.17,11,3.47,NF,20,23,7,4,0,0,0,0,0,12,0,0,11,0,0,1,3,564,9,10
2,6,2025,15,13,1,BEG,6.46,20,3.09,NF,15,29,7,3,0,0,0,0,0,27,0,0,26,0,0,3,3,909,13,15
2,6,2025,15,13,6,BEG,3.35,9,2.68,NF,25,16,9,3,0,1,0,0,0,13,0,0,11,0,0,2,4,488,9,9
2,6,2025,15,13,35,BEG,7.71,25,3.24,NF,12,24,16,2,0,0,0,0,0,35,0,0,31,0,0,3,1,1036,16,17
2,6,2025,15,13,45,BEG,7.21,20,2.77,NF,14,22,16,2,0,0,0,0,0,34,0,0,30,0,0,4,2,1067,15,17
2,6,2025,15,13,52,BEG,6.27,19,3.03,NF,17,23,8,6,0,0,0,0,0,25,0,0,22,0,0,2,2,864,13,15
2,6,2025,15,28,3,BEG,7.41,25,3.37,NF,16,17,16,5,0,0,0,0,0,32,0,0,29,0,0,2,1,1140,16,21
2,6,2025,15,28,13,BEG,9.54,34,3.56,NF,7,31,14,2,0,0,0,0,0,41,0,0,38,0,0,2,2,1362,20,23
2,6,2025,15,28,21,BEG,5.25,15,2.85,NF,17,27,9,1,0,0,0,0,0,20,0,0,19,0,0,3,5,828,13,13
2,6,2025,18,12,35,BEG,3.54,12,3.38,NF,24,20,6,2,1,1,0,0,0,15,0,0,15,0,0,2,2,553,9,10
2,6,2025,18,12,46,BEG,4.54,9,1.98,NF,20,21,9,3,1,0,0,0,0,16,0,0,13,0,0,2,2,759,8,8
2,6,2025,18,12,58,BEG,5.35,21,3.92,NF,16,23,13,2,0,0,0,0,0,22,0,0,21,0,0,1,2,748,13,14
2,6,2025,18,13,14,BEG,5.01,15,2.99,NF,23,16,8,5,2,0,0,0,0,20,0,0,17,0,0,2,2,747,13,14
2,6,2025,18,14,18,BEG,8.33,30,3.60,NF,12,26,12,4,0,0,0,0,0,36,0,0,34,0,0,1,1,1204,20,21
2,6,2025,18,14,58,BEG,7.39,19,2.57,NF,19,20,12,2,1,0,0,0,0,25,0,0,22,0,0,2,3,1400,15,15
2,6,2025,18,15,15,BEG,5.82,13,2.23,NF,22,14,9,9,0,0,0,0,0,21,0,0,18,0,0,3,2,795,13,13
2,6,2025,18,15,52,BEG,4.96,10,2.01,NF,19,23,9,3,0,0,0,0,0,21,0,0,16,0,0,3,3,889,10,10
2,6,2025,18,16,6,BEG,6.07,13,2.14,NF,14,32,5,2,1,0,0,0,0,26,0,0,23,0,0,5,3,884,12,12
2,6,2025,18,16,30,BEG,5.38,13,2.41,NF,17,19,14,4,0,0,0,0,0,22,0,0,20,0,0,3,3,900,11,11
2,6,2025,18,17,23,BEG,4.92,12,2.43,NF,22,18,6,7,1,0,0,0,0,20,0,0,18,0,0,3,4,641,12,12
2,6,2025,18,17,44,BEG,5.09,11,2.16,NF,22,17,10,3,2,0,0,0,0,19,0,0,17,0,0,3,2,814,11,11
2,6,2025,18,18,12,BEG,6.53,17,2.60,NF,18,21,9,6,0,0,0,0,0,25,0,0,23,0,0,3,4,939,14,15
2,6,2025,18,18,21,BEG,5.96,14,2.34,NF,17,23,11,3,0,0,0,0,0,24,0,0,20,0,0,3,4,943,12,13
2,6,2025,18,18,55,BEG,4.18,12,2.87,NF,19,20,10,5,0,0,0,0,0,18,0,0,16,0,0,2,3,675,10,12
2,6,2025,18,19,51,BEG,7.43,21,2.82,NF,16,23,9,6,0,0,0,0,0,32,0,0,29,0,0,3,2,1110,16,16
2,6,2025,18,20,12,BEG,6.56,15,2.28,NF,14,27,10,3,0,0,0,0,0,29,0,0,26,0,0,4,3,1094,13,15
2,6,2025,18,20,20,BEG,4.09,11,2.68,NF,23,17,11,1,2,0,0,0,0,16,0,0,13,0,0,2,2,688,10,11
2,6,2025,18,21,6,BEG,4.83,13,2.69,NF,19,24,7,2,2,0,0,0,0,18,0,0,14,0,0,2,4,784,10,11
2,6,2025,18,21,26,BEG,4.56,12,2.63,NF,21,21,8,4,0,0,0,0,0,18,0,0,14,0,0,2,2,761,10,10
2,6,2025,18,22,5,BEG,6.74,21,3.11,NF,11,24,16,3,0,0,0,0,0,31,0,0,28,0,0,3,7,1167,19,19
2,6,2025,18,22,20,BEG,6.63,20,3.01,NF,17,17,15,4,1,0,0,0,0,29,0,0,25,0,0,2,2,921,15,14
2,6,2025,18,22,38,BEG,4.16,15,3.60,NF,25,16,7,6,0,0,0,0,0,17,0,0,15,0,0,1,1,674,9,9
2,6,2025,18,23,6,BEG,5.27,16,3.03,NF,19,20,13,2,0,0,0,0,0,22,0,0,18,0,0,2,1,943,12,12
2,6,2025,18,24,25,BEG,4.05,15,3.70,Flag,23,18,10,2,1,0,0,0,0,14,1,1,12,1,1,1,3,621,11,10
2,6,2025,18,24,41,BEG,4.55,13,2.85,NF,20,16,13,5,0,0,0,0,0,19,0,0,16,0,0,2,4,660,13,13
2,6,2025,18,24,48,BEG,5.45,17,3.11,NF,19,18,13,3,1,0,0,0,0,25,0,0,22,0,0,3,1,751,13,13
2,6,2025,18,25,22,BEG,8.55,23,2.69,NF,11,27,15,1,0,0,0,0,0,37,0,0,33,0,0,4,3,1164,18,18
2,6,2025,18,26,24,BEG,7.25,25,3.44,NF,14,24,12,3,0,1,0,0,0,32,0,0,29,0,0,2,3,1257,16,17
2,6,2025,18,26,59,BEG,6.96,24,3.44,NF,15,23,11,5,0,0,0,0,0,31,0,0,29,0,0,2,2,954,18,17
2,6,2025,18,27,19,BEG,4.89,12,2.45,NF,19,21,11,3,0,0,0,0,0,22,0,0,18,0,0,3,5,754,12,12
2,6,2025,20,21,34,BEG,5.04,11,2.18,NF,19,22,13,0,0,0,0,0,0,22,0,0,18,0,0,3,4,690,10,10
3,6,2025,0,44,6,BEG,4.79,18,3.75,NF,20,18,10,5,1,0,0,0,0,18,0,0,18,0,0,1,2,715,15,16
3,6,2025,0,44,14,BEG,6.33,18,2.84,Flag,20,17,11,5,1,0,0,0,0,14,5,6,13,3,5,3,3,706,14,14
3,6,2025,0,44,35,BEG,5.25,12,2.28,NF,24,15,10,2,2,1,0,0,0,17,0,0,15,0,0,2,3,697,9,10
3,6,2025,0,44,59,BEG,7.54,18,2.38,Flag,17,18,15,3,1,0,0,0,0,19,3,5,17,3,4,4,5,987,16,16
3,6,2025,0,45,7,BEG,3.52,7,1.98,NF,21,19,8,6,0,0,0,0,0,15,0,0,13,0,0,3,3,606,7,7
3,6,2025,0,45,14,BEG,4.32,14,3.24,NF,24,17,11,0,2,0,0,0,0,20,0,0,17,0,0,2,2,549,11,12
3,6,2025,0,45,47,BEG,5.72,11,1.92,NF,18,24,8,4,0,0,0,0,0,25,0,0,21,0,0,5,3,790,11,11
3,6,2025,0,45,54,BEG,6.06,21,3.46,NF,13,26,14,1,0,0,0,0,0,26,0,0,24,0,0,2,3,760,15,17
3,6,2025,0,46,9,BEG,5.13,12,2.33,NF,23,18,8,4,1,0,0,0,0,18,0,0,15,0,0,2,2,870,9,9
3,6,2025,0,46,20,BEG,7.47,25,3.34,NF,14,21,17,2,0,0,0,0,0,31,0,0,27,0,0,2,2,1090,19,21
3,6,2025,0,46,27,BEG,4.93,15,3.04,NF,22,13,13,6,0,0,0,0,0,22,0,0,19,0,0,3,3,669,12,14
3,6,2025,0,46,45,BEG,5.23,15,2.86,NF,20,23,9,2,0,0,0,0,0,25,0,0,21,0,0,3,3,711,13,14
8,6,2025,23,45,41,BEG,5.43,17,3.13,NF,14,28,9,3,0,0,0,0,0,24,0,0,22,0,0,2,4,801,14,14
8,6,2025,23,45,47,BEG,4.58,11,2.40,NF,25,14,9,5,1,0,0,0,0,17,0,0,15,0,0,2,3,826,11,11
9,6,2025,15,4,38,BEG,3.13,6,1.91,NF,27,16,6,5,0,0,0,0,0,10,0,0,9,0,0,2,3,574,6,6
9,6,2025,15,4,47,BEG,4.08,12,2.94,NF,22,19,8,3,2,0,0,0,0,19,0,0,16,0,0,3,1,699,10,10
9,6,2025,15,5,0,BEG,5.03,14,2.78,NF,20,17,13,4,0,0,0,0,0,21,0,0,20,0,0,3,4,930,11,12
9,6,2025,15,5,13,BEG,7.12,18,2.52,NF,23,18,6,5,2,0,0,0,0,28,0,0,22,0,0,2,4,1030,13,16
9,6,2025,15,5,27,BEG,5.16,15,2.90,NF,17,22,10,4,1,0,0,0,0,20,0,0,19,0,0,3,3,843,13,14
9,6,2025,15,5,36,BEG,6.26,15,2.39,NF,15,22,13,4,0,0,0,0,0,29,0,0,24,0,0,5,2,1007,12,13
9,6,2025,15,5,51,BEG,6.54,16,2.44,NF,15,20,16,2,1,0,0,0,0,26,0,0,23,0,0,4,6,1018,16,16
9,6,2025,15,6,31,BEG,9.38,38,4.05,NF,7,33,14,0,0,0,0,0,0,44,0,0,41,0,0,2,1,1564,22,22
9,6,2025,15,6,45,BEG,6.25,13,2.07,NF,13,33,6,1,1,0,0,0,0,26,0,0,20,0,0,5,2,1092,11,12
9,6,2025,15,9,25,BEG,3.68,7,1.90,NF,27,16,5,4,2,0,0,0,0,13,0,0,12,0,0,3,3,606,7,7
9,6,2025,15,9,32,BEG,4.99,15,3.00,NF,16,24,10,2,2,0,0,0,0,21,0,0,18,0,0,3,6,676,13,13
9,6,2025,15,9,42,BEG,5.26,12,2.28,NF,18,22,10,4,0,0,0,0,0,22,0,0,18,0,0,3,3,763,10,10
9,6,2025,15,9,46,BEG,3.35,8,2.38,NF,25,15,10,4,0,0,0,0,0,11,0,0,9,0,0,2,2,562,8,8
9,6,2025,15,10,51,BEG,8.56,25,2.92,NF,13,20,18,3,0,0,0,0,0,39,0,0,34,0,0,4,4,1269,18,19
9,6,2025,15,11,16,BEG,5.87,18,3.06,NF,14,21,16,1,2,0,0,0,0,27,0,0,24,0,0,3,3,819,16,17
9,6,2025,22,25,10,BEG,6.39,13,2.03,NF,15,23,14,2,0,0,0,0,0,27,0,0,23,0,0,4,4,1192,11,12
9,6,2025,22,25,22,BEG,4.53,13,2.86,NF,18,22,10,3,1,0,0,0,0,20,0,0,17,0,0,3,3,656,12,13
9,6,2025,22,25,27,BEG,3.82,6,1.57,NF,26,13,12,2,0,1,0,0,0,14,0,0,9,0,0,3,3,595,6,6
9,6,2025,22,25,34,BEG,5.60,14,2.50,NF,16,21,14,2,1,0,0,0,0,24,0,0,20,0,0,3,4,901,11,11
9,6,2025,22,25,56,BEG,4.21,12,2.85,NF,21,18,10,5,0,0,0,0,0,17,0,0,15,0,0,2,3,741,12,12
9,6,2025,22,26,16,BEG,7.17,22,3.06,NF,13,25,13,3,0,0,0,0,0,31,0,0,28,0,0,3,2,1101,17,18
9,6,2025,22,26,24,BEG,3.66,8,2.18,NF,30,7,11,6,0,0,0,0,0,12,0,0,11,0,0,2,2,594,8,8
9,6,2025,22,26,34,BEG,8.83,28,3.17,NF,7,32,12,3,0,0,0,0,0,40,0,0,36,0,0,3,3,1241,20,21
9,6,2025,22,27,7,BEG,4.89,14,2.86,NF,19,21,11,3,0,0,0,0,0,19,0,0,18,0,0,2,2,885,12,10
9,6,2025,22,27,31,BEG,6.48,23,3.54,NF,14,24,12,3,1,0,0,0,0,28,0,0,25,0,0,2,1,972,14,17
9,6,2025,22,27,40,BEG,7.90,23,2.91,NF,14,23,17,0,0,0,0,0,0,36,0,0,32,0,0,4,2,1113,16,17
9,6,2025,22,28,2,BEG,4.66,20,4.29,NF,19,21,8,4,2,0,0,0,0,22,0,0,20,0,0,2,1,708,14,16
9,6,2025,22,28,19,BEG,6.10,16,2.62,NF,19,22,10,3,0,0,0,0,0,25,0,0,23,0,0,3,2,921,11,11
9,6,2025,22,28,29,BEG,7.84,26,3.31,NF,11,28,13,1,1,0,0,0,0,36,0,0,31,0,0,3,3,1185,17,16
9,6,2025,22,29,17,BEG,8.08,29,3.58,NF,9,28,15,2,0,0,0,0,0,36,0,0,33,0,0,2,2,1190,20,21
9,6,2025,22,29,52,BEG,4.87,10,2.05,NF,19,22,5,7,1,0,0,0,0,17,0,0,15,0,0,3,5,870,10,10
9,6,2025,22,29,59,BEG,5.06,17,3.35,NF,19,21,12,2,0,0,0,0,0,22,0,0,20,0,0,3,1,823,12,14
9,6,2025,22,30,6,BEG,5.91,27,4.56,NF,17,17,18,2,0,0,0,0,0,29,0,0,27,0,0,1,1,919,18,17
9,6,2025,22,33,58,BEG,4.69,14,2.98,NF,20,20,13,0,1,0,0,0,0,20,0,0,17,0,0,3,1,763,11,11
9,6,2025,22,34,6,BEG,6.35,21,3.30,NF,15,25,9,4,1,0,0,0,0,29,0,0,25,0,0,3,4,1063,16,17
9,6,2025,22,34,16,BEG,4.86,10,2.05,NF,22,20,6,4,2,0,0,0,0,23,0,0,19,0,0,4,2,659,9,9
9,6,2025,22,34,22,BEG,3.91,11,2.81,NF,20,18,13,3,0,0,0,0,0,18,0,0,17,0,0,4,6,711,11,11
9,6,2025,22,34,33,BEG,4.18,15,3.58,NF,21,14,9,8,2,0,0,0,0,21,0,0,17,0,0,2,2,624,12,15
9,6,2025,22,34,40,BEG,4.26,11,2.58,NF,25,13,9,6,1,0,0,0,0,18,0,0,16,0,0,2,3,600,10,11
9,6,2025,22,34,50,BEG,5.32,18,3.38,NF,17,25,8,4,0,0,0,0,0,25,0,0,22,0,0,3,2,839,14,15
9,6,2025,22,35,21,BEG,4.62,12,2.59,NF,18,22,10,3,1,0,0,0,0,17,0,0,14,0,0,2,4,900,10,12
9,6,2025,22,35,37,BEG,6.10,16,2.62,NF,13,25,13,3,0,0,0,0,0,30,0,0,25,0,0,5,3,844,14,14
9,6,2025,22,36,4,BEG,5.51,14,2.54,NF,17,23,9,4,1,0,0,0,0,25,0,0,22,0,0,4,2,851,12,12
9,6,2025,22,36,28,BEG,2.89,10,3.46,NF,23,7,20,4,0,0,0,0,0,11,0,0,10,0,0,1,4,437,10,10
9,6,2025,22,37,39,BEG,5.96,16,2.68,NF,17,23,11,2,1,0,0,0,0,26,0,0,23,0,0,4,3,847,13,14
9,6,2025,22,38,1,BEG,6.17,16,2.59,NF,15,27,9,3,0,0,0,0,0,25,0,0,21,0,0,4,3,1098,13,13
9,6,2025,22,38,16,BEG,8.16,33,4.04,NF,8,31,12,3,0,0,0,0,0,38,0,0,37,0,0,2,3,1396,19,20
9,6,2025,22,38,24,BEG,5.89,15,2.54,NF,18,22,10,4,0,0,0,0,0,28,0,0,25,0,0,4,1,936,12,12
9,6,2025,22,38,34,BEG,6.60,18,2.72,NF,13,25,13,3,0,0,0,0,0,29,0,0,24,0,0,4,4,1103,16,18
9,6,2025,22,38,49,BEG,4.31,12,2.78,NF,22,19,4,7,2,0,0,0,0,19,0,0,15,0,0,3,5,829,10,10
9,6,2025,22,39,19,BEG,3.83,13,3.39,NF,16,30,4,4,0,0,0,0,0,16,0,0,13,0,0,2,3,728,10,10
9,6,2025,22,39,52,BEG,6.07,25,4.11,NF,18,20,11,5,0,0,0,0,0,28,0,0,25,0,0,1,1,896,15,17
9,6,2025,22,39,58,BEG,4.77,18,3.77,NF,22,12,8,11,1,0,0,0,0,19,0,0,18,0,0,1,1,733,13,15
9,6,2025,22,40,9,BEG,4.44,11,2.47,NF,17,18,16,3,0,0,0,0,0,18,0,0,16,0,0,3,5,722,10,11
9,6,2025,22,41,18,BEG,4.06,11,2.70,NF,21,13,12,6,2,0,0,0,0,16,0,0,14,0,0,3,2,674,11,11
9,6,2025,22,41,30,BEG,6.98,26,3.72,NF,11,28,14,1,0,0,0,0,0,32,0,0,30,0,0,2,3,1108,18,18
9,6,2025,22,41,36,BEG,4.75,12,2.52,NF,18,25,7,4,0,0,0,0,0,23,0,0,19,0,0,4,4,749,12,12
9,6,2025,22,41,42,BEG,5.83,19,3.25,NF,13,29,8,3,1,0,0,0,0,27,0,0,25,0,0,3,3,961,15,15
9,6,2025,22,41,51,BEG,5.60,20,3.57,NF,18,17,13,5,1,0,0,0,0,25,0,0,23,0,0,2,4,963,16,15
9,6,2025,22,42,34,BEG,2.93,7,2.38,NF,24,18,7,5,0,0,0,0,0,13,0,0,11,0,0,2,3,483,6,6
9,6,2025,22,42,59,BEG,5.76,15,2.60,NF,20,20,7,7,0,0,0,0,0,24,0,0,19,0,0,4,2,996,14,15
9,6,2025,22,43,49,BEG,5.97,18,3.01,NF,19,17,12,5,1,0,0,0,0,25,0,0,22,0,0,2,1,857,15,15
9,6,2025,22,43,56,BEG,6.20,27,4.35,NF,16,24,10,4,0,0,0,0,0,31,0,0,27,0,0,1,2,939,15,17
9,6,2025,22,44,19,BEG,5.37,16,2.97,NF,21,14,15,4,0,0,0,0,0,21,0,0,18,0,0,2,2,751,12,15
9,6,2025,22,44,27,BEG,7.00,21,3.00,NF,12,26,14,2,0,0,0,0,0,32,0,0,29,0,0,4,2,1132,18,18
9,6,2025,22,46,44,BEG,3.90,13,3.33,NF,20,19,11,4,0,0,0,0,0,17,0,0,15,0,0,2,4,631,10,11
9,6,2025,22,46,52,BEG,5.66,18,3.18,NF,18,27,6,3,0,0,0,0,0,26,0,0,23,0,0,3,4,844,14,14
9,6,2025,22,46,58,BEG,4.97,12,2.41,NF,19,22,12,0,1,0,0,0,0,22,0,0,20,0,0,3,3,862,10,10
9,6,2025,22,47,10,BEG,6.35,16,2.51,NF,14,25,11,4,0,0,0,0,0,28,0,0,24,0,0,3,3,1038,14,14
9,6,2025,23,57,6,BEG,8.00,18,2.25,NF,13,24,15,2,0,0,0,0,0,31,0,0,27,0,0,4,4,1120,15,15
9,6,2025,23,57,21,BEG,5.24,13,2.48,NF,21,17,7,7,1,1,0,0,0,23,0,0,18,0,0,3,2,712,11,11
9,6,2025,23,57,48,BEG,7.35,25,3.40,NF,10,31,8,5,0,0,0,0,0,31,0,0,29,0,0,2,4,1100,18,20
9,6,2025,23,58,19,BEG,7.49,21,2.80,NF,12,27,12,3,0,0,0,0,0,32,0,0,26,0,0,3,4,967,17,19
9,6,2025,23,59,27,BEG,3.43,13,3.79,NF,22,17,11,3,1,0,0,0,0,16,0,0,15,0,0,2,4,625,9,9
10,6,2025,0,0,4,BEG,5.67,18,3.17,NF,20,16,15,3,0,0,0,0,0,19,0,0,19,0,0,1,4,977,14,16
10,6,2025,0,0,35,BEG,6.56,25,3.81,NF,17,23,14,0,0,0,0,0,0,27,0,0,25,0,0,1,2,1088,16,16
10,6,2025,0,0,57,BEG,6.11,21,3.43,NF,16,24,11,2,1,0,0,0,0,26,0,0,24,0,0,2,2,863,14,16
10,6,2025,0,1,13,BEG,4.63,9,1.94,NF,18,21,12,3,0,0,0,0,0,20,0,0,18,0,0,4,3,761,8,8
10,6,2025,0,1,46,BEG,6.36,14,2.20,NF,20,19,12,3,0,0,0,0,0,26,0,0,21,0,0,3,7,891,13,13
10,6,2025,0,1,52,BEG,4.44,11,2.47,NF,17,27,7,3,0,0,0,0,0,17,0,0,15,0,0,2,5,744,10,10
10,6,2025,0,2,20,BEG,6.10,16,2.62,NF,18,16,16,4,0,0,0,0,0,26,0,0,26,0,0,4,3,817,13,14
10,6,2025,0,2,31,BEG,6.42,16,2.49,NF,14,21,16,3,0,0,0,0,0,30,0,0,25,0,0,4,4,942,14,15
10,6,2025,0,2,44,BEG,6.33,15,2.36,NF,19,19,12,4,0,0,0,0,0,25,0,0,21,0,0,3,2,889,12,12
10,6,2025,0,2,51,BEG,6.67,26,3.89,NF,12,27,11,4,0,0,0,0,0,30,0,0,30,0,0,2,4,992,16,16
10,6,2025,0,3,2,BEG,5.34,11,2.05,NF,16,26,10,2,0,0,0,0,0,19,0,0,17,0,0,6,3,980,11,11
10,6,2025,0,3,9,BEG,4.27,9,2.10,NF,18,23,8,4,0,1,0,0,0,17,0,0,14,0,0,5,3,703,9,9
10,6,2025,0,3,28,BEG,5.76,19,3.29,NF,15,27,9,3,0,0,0,0,0,28,0,0,25,0,0,3,3,938,14,16
10,6,2025,0,3,37,BEG,5.95,18,3.02,NF,19,19,12,4,0,0,0,0,0,25,0,0,22,0,0,3,2,989,13,12
10,6,2025,0,3,41,BEG,3.28,11,3.35,NF,25,15,8,6,0,0,0,0,0,11,0,0,11,0,0,2,4,764,11,11
10,6,2025,0,4,5,BEG,5.40,16,2.96,NF,20,17,11,6,0,0,0,0,0,24,0,0,21,0,0,3,2,690,15,16
10,6,2025,0,4,17,BEG,4.97,18,3.62,NF,15,26,10,3,0,0,0,0,0,23,0,0,21,0,0,2,3,771,12,15
10,6,2025,0,4,49,BEG,5.92,25,4.22,NF,15,22,11,6,0,0,0,0,0,27,0,0,26,0,0,2,2,979,18,20
10,6,2025,0,5,9,BEG,6.04,13,2.15,NF,16,21,13,4,0,0,0,0,0,26,0,0,22,0,0,4,6,888,13,13
10,6,2025,0,5,24,BEG,9.11,33,3.62,NF,8,35,11,0,0,0,0,0,0,36,0,0,34,0,0,2,1,1307,17,19
10,6,2025,0,5,45,BEG,5.30,15,2.83,NF,15,24,12,3,0,0,0,0,0,20,0,0,19,0,0,3,4,740,13,15
10,6,2025,0,5,53,BEG,5.30,15,2.83,NF,18,24,7,3,2,0,0,0,0,22,0,0,21,0,0,3,2,841,12,12
10,6,2025,0,6,31,BEG,5.26,13,2.47,Flag,18,21,10,4,1,0,0,0,0,16,1,2,14,1,2,3,3,818,12,12
10,6,2025,0,6,48,BEG,4.58,20,4.36,NF,18,21,12,3,0,0,0,0,0,21,0,0,20,0,0,1,3,775,15,16
10,6,2025,0,7,0,BEG,3.64,14,3.84,NF,27,12,9,3,3,0,0,0,0,15,0,0,14,0,0,1,1,500,12,12
10,6,2025,0,7,8,BEG,4.50,13,2.88,NF,19,17,13,3,2,0,0,0,0,20,0,0,18,0,0,3,4,703,11,11
10,6,2025,0,7,46,BEG,4.41,12,2.72,NF,23,16,13,1,1,0,0,0,0,17,0,0,15,0,0,3,1,799,9,10
10,6,2025,0,8,34,BEG,6.31,18,2.85,NF,15,19,15,5,0,0,0,0,0,28,0,0,25,0,0,3,2,908,15,17
